set,approach,rmse,r2,spearman
train,logistic,0.07958813725289082,0.9354423607989942,0.9434132053788622
test,logistic,0.3095217040693829,0.013910723988059148,0.4921751887179129
train,logistic_absolute,0.07818131891518075,0.9377044613684378,0.9473303669487034
test,logistic_absolute,0.1965809058097167,0.602244050788828,0.7267406084257723
