set,approach,rmse,r2,spearman
train,squared,0.11929265054824625,0.8543922606609724,0.8574641688435263
test,squared,0.23096875539054756,0.4560437438059185,0.6388610124053627
train,logistic_absolute,0.07818131891518075,0.9377044613684378,0.9473303669487034
test,logistic_absolute,0.1965809058097167,0.602244050788828,0.7267406084257723
