set,approach,rmse,r2,spearman
train,difference,0.07588908358709365,0.9410728143662436,0.939422651673383
test,difference,0.27337068877364046,0.2379887170780116,0.5202618998201388
train,logistic_absolute,0.07818131891518075,0.9377044613684378,0.9473303669487034
test,logistic_absolute,0.1965809058097167,0.602244050788828,0.7267406084257723
