set,approach,rmse,r2,spearman
train,squared_signed,0.6266735996719636,0.9564229119306976,0.9328643598164434
test,squared_signed,2.377911589128849,0.34108875752722245,0.45094227355597544
train,difference,0.39479531147980534,0.9827050472213398,0.9761848499059902
test,difference,2.0132485845627697,0.5276865473800323,0.6008109250342303
