set,approach,rmse,r2,spearman
train,difference,0.37899661250825695,0.9722179958054799,0.9394226512490842
test,difference,1.7913519761378003,0.3471686435107001,0.5202619045933308
train,absolute,0.3959861948106969,0.969671355046473,0.9381430821837838
test,absolute,1.2478068710370964,0.6832374012883979,0.7082514935330648
