set,approach,rmse,r2,spearman
train,squared_signed,0.5200889045525466,0.9476823662138666,0.8724668691780669
test,squared_signed,1.573967281791893,0.49599998129786893,0.4855273022604988
train,absolute,0.3959861948106969,0.969671355046473,0.9381430821837838
test,absolute,1.2478068710370964,0.6832374012883979,0.7082514935330648
