set,approach,rmse,r2,spearman
train,squared_signed,0.1186053277396967,0.9428872537008818,0.9592210859214646
test,squared_signed,0.6837713274075173,-0.8815041302622351,0.08058395036832695
train,logistic,0.07761492031552733,0.9755799875428925,0.9846341335379822
test,logistic,0.49282292049801524,0.019103367436456242,0.19136238678662595
