set,approach,rmse,r2,spearman
train,squared_signed,63.09490429853987,0.9766246497754966,0.9218156603381056
test,squared_signed,363.8812447768513,0.050471038063716445,0.29542397332037934
train,squared,69.19274803718153,0.9718880667432381,0.9181928560728788
test,squared,338.64673952824023,0.17760081801532468,0.4826589009483455
