set,approach,rmse,r2,spearman
train,logistic,869.4301987227248,-3.4385283307909464,0.9609679564847387
test,logistic,441.6299795919417,-0.39864007282731606,0.2487660203287097
train,squared,69.19274803718153,0.9718880667432381,0.9181928560728788
test,squared,338.64673952824023,0.17760081801532468,0.4826589009483455
