cap_level,diff_level,RMSE,R2,Spearman
0,0,1.919591184760539,0.9546235890950879,0.9134386007425974
0,1,4.764394708396804,-0.09655970751602161,0.4660996686302413
0,2,5.7662047003859715,0.7223083533605534,0.6902663083943643
0,3,8.951699758985331,-0.6706139620369398,0.06051652740064716
0,4,5.0633655063439305,0.7835116596697259,0.7755393046741785
1,0,1.9922242838937976,-2.1746663184608894,-0.013889093094746901
1,1,3.5736629275152842,-0.6648577747483222,-0.10854493029743864
1,2,3.3319394489430842,-0.6519274562782422,0.6848397761754625
1,3,5.503287153647784,-1.7750446917577642,0.33639762884944535
1,4,2.8773876876621878,0.6958674374982239,0.8791794145759185
2,0,1.0435427424698753,-3.573057298415777,-0.0032734503636069
2,1,1.526836659629061,0.03521947467576825,0.3385373365918228
2,2,1.4443702354310488,-0.5080398399546691,0.24835060453047622
2,3,2.202581898309739,-0.08175611971348018,0.5340215301380672
2,4,2.982632489721829,0.3037241599915509,0.4602993472997443
0,All,6.650699168062208,0.43488064613638744,0.5426148412447155
1,All,4.165077378265423,-0.02500677307421517,0.49192274613239095
2,All,2.064675022796438,0.32911722850336755,0.5344093589131687
All,3,6.198668273354756,-0.1637588635528282,0.4920582042677815
All,4,3.777703302479242,0.8123883471258376,0.8363809968245587
All,2,3.9343420676217917,0.7163218674709069,0.6971435738099457
All,1,3.5497302170767764,0.21165971487970692,0.48045858705592076
All,0,1.7071193445204775,0.9264712809312062,0.4905278709901029
All,All,4.684817746037412,0.519054108997159,0.6513993190419741
