cap_level,diff_level,RMSE,R2,Spearman
0,0,2.2631868061386617,0.9369255527319222,0.9090190992650317
0,1,5.045669199540733,-0.22985628571774175,0.5315629731556986
0,2,4.502681019405428,0.8306734470418202,0.742064888427527
0,3,8.60622631621032,-0.5441540207627209,0.1503266645328013
0,4,13.185201855375661,-0.4680117084866928,0.9124350510852556
1,0,1.461425658140624,-0.7083430342078905,-0.09563046223715953
1,1,3.9164937131020157,-0.9996078465212836,-0.2739534240777434
1,2,3.2867144405458912,-0.607387980831303,0.6101944606297881
1,3,6.033803532405206,-2.335861131629297,0.29504186348182315
1,4,4.463113416441916,0.26828491956628275,0.8310908090658699
2,0,0.6276720602662227,-0.6544427872491807,0.14013299004324345
2,1,1.9532417119431504,-0.5789026401895345,-0.11398379201429439
2,2,1.2011890967063343,-0.04298609250786578,0.4431635463941308
2,3,2.3944011649608257,-0.278377327421959,0.48975044761829023
2,4,3.138124921596228,0.22923445396914355,0.45458307136465875
0,All,8.16639803465752,0.14794689945156347,0.6337528119724223
1,All,4.691028903346106,-0.3002198878592732,0.474591297989085
2,All,2.2218907740097023,0.22305792255507284,0.4875033378814971
All,3,6.22380037737561,-0.17321476569305605,0.5131996786201682
All,4,8.238461777107199,0.10772981738588439,0.8742413726495705
All,2,3.29238937664087,0.8013429373906718,0.7375917104230743
All,1,3.85628724125664,0.06961697915076948,0.3189505761139963
All,0,1.5970547568352937,0.9356469927825061,0.3538546218231549
All,All,5.586668883575024,0.31606208169399974,0.651474670128396
