margin_level,RMSE,R2,Spearman
0,9.769975066852265,-0.009572460916070558,0.7050503996447829
1,5.9549677273874595,-0.5041557491355866,0.3319411084172425
2,4.4190549225687485,-0.7198478356248674,0.45901759321651037
3,2.7488974103832557,-0.6879994852856208,0.400133285136339
4,1.7998705366411087,-0.2850243438616109,0.08924862235283257
All,5.586668883575024,0.31606208169399974,0.651474670128396
