set,approach,rmse,r2,spearman
train,difference,0.18083656219167596,0.9891225379791209,0.9624438526467897
test,difference,1.7889255864201885,-0.11275931929898353,0.32187178518529946
train,absolute,0.19110358617721943,0.9878523361678405,0.9577690247926863
test,absolute,1.732510191510011,-0.043682219769627606,0.3713427022973405
