set,approach,rmse,r2,spearman
train,squared_signed,0.01864557321495757,0.9952268390197102,0.9961315137833229
test,squared_signed,0.3552134006379039,-0.7000507136062639,0.1347714466443154
train,difference,0.010143527059235196,0.9985873564616384,0.9990235440974384
test,difference,0.32199200588504984,-0.39692591151795087,0.06734582250083042
