set,approach,rmse,r2,spearman
train,difference,0.010036304550241678,0.9968231853896977,0.9962572932120943
test,difference,0.21458047595692295,-0.4379398254553737,0.12835769871967936
train,absolute,0.011584347142175318,0.9957675938657691,0.9950943925099002
test,absolute,0.20978891493675006,-0.37443870647238975,0.12506209133200308
