set,approach,rmse,r2,spearman
train,difference,0.021256357401009493,0.9934513781079543,0.9962573013578917
test,difference,0.3647810426677839,-0.8582334467780752,0.12835769295252356
train,logistic_absolute,0.023110513980317333,0.9922246814511663,0.9958577147211009
test,logistic_absolute,0.2985662928182176,-0.23326578895315597,0.06489071752191342
