set,approach,rmse,r2,spearman
train,logistic_absolute,0.05389223184755594,0.9083997724730327,0.9958577228949617
test,logistic_absolute,0.1936551198784672,-0.17116551442227257,0.06489069761840728
train,absolute,0.011584347142175318,0.9957675938657691,0.9950943925099002
test,absolute,0.20978891493675006,-0.37443870647238975,0.12506209133200308
