margin_level,RMSE,R2,Spearman
0,3.0288156123867847,0.39855636380742576,0.6759212428146462
1,1.7850781362639039,0.16952335192110546,0.4763275838480874
2,1.2588219715737854,-0.18738985691775523,0.34573102745365303
3,0.9994476244581775,-0.7360656922154285,0.3201210956652564
4,0.7926223944898145,-0.9396510346283389,0.3529741379276058
All,1.7694870711819861,0.6671192163983422,0.7136716234291043
