margin_level,RMSE,R2,Spearman
0,4.378143417981778,-0.25669310260513,0.5749900376800426
1,2.2297575060451353,-0.2957709307441916,0.37795174095214895
2,1.3122432627079348,-0.2903080568861438,0.20772673403660719
3,0.8847405756159326,-0.36043552749522245,0.1622359979109979
4,0.700635118734516,-0.5155655664940235,0.078854950502259
All,2.3354078091506394,0.42014501696440854,0.5575261270691714
