margin_level,RMSE,R2,Spearman
0,2.771552062310458,-1.3841736873212689,0.05854770183215408
1,1.143375950940724,-1.7799184131937849,-0.0072605159363140935
2,1.090948682750541,-2.986747644806624,-0.011348737114666068
3,1.0414235737532158,-5.266148232480844,0.04434113778182638
4,1.2184716722296594,-18.190081719245175,0.0839267745118314
All,1.5771022142549467,-0.05645174348905235,0.271187511645542
