margin_level,RMSE,R2,Spearman
0,3.5271247202951677,-2.8612990843816886,-0.004906252517558579
1,1.4959069565673535,-3.7584236705099148,-0.015929938340755907
2,0.9770698628691441,-2.1978739241093037,0.04855969929377162
3,0.7134835258515538,-1.9411268482470252,0.05659684728502197
4,0.7023211849697409,-5.375547531568752,0.010568289957202208
All,1.7887193464479059,-0.3589841443355093,0.055107485966501155
