margin_level,RMSE,R2,Spearman
0,0.377787346305035,-2.9210911087536746,-0.31078088503800644
1,0.1930366782284545,-2.2529258168609543,0.04640513795038945
2,0.13303713135642137,-2.0463265134814117,0.15099030222598672
3,0.1185230519343499,-3.0788256642895195,-0.034532292544792544
4,0.11209387634147808,-5.978796355766519,0.010906291200657439
All,0.2145804759726201,-0.43793982566575207,0.12835769871967936
