margin_level,RMSE,R2,Spearman
0,0.29830479722005643,-1.4447395233856795,-0.1684407320958296
1,0.16159537832942392,-1.2795669898466433,-0.021688877634378136
2,0.18898891779373622,-5.147568592239635,0.09870458940803171
3,0.1729935046354587,-7.689385912422756,-0.046386944308041654
4,0.18496392100667794,-18.001627346408508,0.05883678301267469
All,0.2097889149515739,-0.3744387066666275,0.12506209133200308
