margin_level,RMSE,R2,Spearman
0,0.6474861735648477,-0.4425228919951847,0.21101835629014762
1,0.2889161375197149,-0.7722126719013678,0.17635884425960835
2,0.2552868147743473,-2.284559723527429,0.0621349305956537
3,0.2184545278451551,-3.5523426054316083,0.08558897325536029
4,0.1902405465845647,-5.800809245466033,0.1506519450686635
All,0.3609322701661844,0.2058831594826207,0.46091414589038265
