margin_level,RMSE,R2,Spearman
0,0.840218204394128,-1.4291027727874077,0.1244729497933001
1,0.311735258793266,-1.0632131112094019,0.21564762684293406
2,0.20669058052283806,-1.1530879178360784,0.12235740957951427
3,0.16762062077811893,-1.6802032372559879,0.05064435044156216
4,0.12409578600297513,-1.8937998630343489,0.056982138515935365
All,0.4214891471247691,-0.08294343484693756,0.31062074029655523
