set,approach,rmse,r2,spearman
train,difference,0.10971637679817335,0.9767818976572702,0.9764077559864484
test,difference,0.8226871069177457,0.08490572799745855,0.3790687447797752
train,squared_signed,0.10135911251670761,0.9801843006158459,0.9482670826536457
test,squared_signed,0.8651396042756611,-0.011972805028714673,0.3090102504273704
