set,approach,rmse,r2,spearman
train,squared,0.11486729253045724,0.9073345156215048,0.842486973466569
test,squared,0.39996803461180114,0.02482277989720505,0.41943333529026755
train,absolute,0.09667189283799126,0.9343664832344065,0.8999519379865585
test,absolute,0.36093398786918096,0.20587560094471646,0.4609142625109732
