set,approach,rmse,r2,spearman
train,absolute,0.1342552230088026,0.9596785251922137,0.8999512940446303
test,absolute,0.7636003955229164,0.11260956710772807,0.46091414588295965
train,squared,0.11617283700385699,0.9698086023447577,0.8433437532376146
test,squared,0.7872708254009693,0.0567414113793957,0.4187728349010741
