set,approach,rmse,r2,spearman
train,squared_signed,0.09808211559936654,0.9324376292345312,0.8796555634726292
test,squared_signed,0.39582400405382645,0.04492553208608807,0.3349397432058401
train,absolute,0.09667189283799126,0.9343664832344065,0.8999519379865585
test,absolute,0.36093398786918096,0.20587560094471646,0.4609142625109732
