set,approach,rmse,r2,spearman
train,squared,0.1308932212111944,0.7881039643849824,0.8424869731176483
test,squared,0.27622735235365564,0.07245040281672566,0.41943333539781674
train,logistic_absolute,0.09999468504710406,0.8759785348973574,0.9132654185462655
test,logistic_absolute,0.2504102644997213,0.24262001880789796,0.47713776119891216
