set,approach,rmse,r2,spearman
train,difference,0.1096775539321694,0.9730902576143338,0.9340350281402274
test,difference,0.8103765280782934,0.000561304931296136,0.31062074028028624
train,squared,0.11617283700385699,0.9698086023447577,0.8433437532376146
test,squared,0.7872708254009693,0.0567414113793957,0.4187728349010741
