cap_level,diff_level,RMSE,R2,Spearman
0,0,6.686668902909039,-7.399540331759077,0.05353079206363178
0,1,5.401192523280397,-2.559119177778407,0.11741106144918452
0,2,5.16318512972364,-1.444841904482292,0.06913951969295634
0,3,4.973250419364122,-0.7652065455609103,0.0721667529226063
0,4,12.292507593198097,-3.126213066302161,0.02793304160731689
1,0,6.9291927424790725,-22.20826219212906,-0.003876813701314701
1,1,5.196600900728812,-6.229617857725351,0.09586295945848586
1,2,4.636077218294884,-2.8655976528896154,0.04749510214287238
1,3,4.431331613711953,-1.4279703021148333,0.07454646442062614
1,4,12.292987762728368,-3.616602672134979,0.05770783598158976
2,0,6.959810482803173,-32.63361628558949,-0.008813425826388747
2,1,5.058875051138316,-9.263852552820216,0.12920636873141894
2,2,4.3636139781195835,-4.457254057307805,0.07970587048037117
2,3,4.192598583954445,-2.015402200586209,0.09002507612191368
2,4,12.235944292820971,-3.904238681582023,0.07943661240192039
0,All,7.601991383197225,0.00203732064677975,0.2650779985264676
1,All,7.4775369941026435,0.01757606968801584,0.2888356262275025
2,All,7.38236724037781,0.02680822471657618,0.3032884520631393
All,4,12.273842427434046,-3.5245377594366705,0.054537872342097726
All,0,6.85964564284221,-13.745688778421371,0.02785120033719747
All,1,5.220784052803603,-4.5437411465356785,0.11577076662885087
All,2,4.732610963933572,-2.3590348382940265,0.06583452542044824
All,3,4.544146509175851,-1.2179799720208062,0.07842037375705817
All,All,7.4878385523946305,0.015966989501717377,0.2867226714987017
