cap_level,diff_level,RMSE,R2,Spearman
0,0,3.648433691730128,-1.5006263118186327,0.12165473554190634
0,1,3.790898458618216,-0.7532648199662106,0.10172647359983503
0,2,5.325073276891993,-1.6005581118873113,0.07307980063796936
0,3,8.6154629691031,-4.297514004922038,0.045079265916916196
0,4,18.249473460801145,-8.094343560554057,0.05637233226863634
1,0,3.500618692619105,-4.923343977885599,0.029476111077432997
1,1,3.203218242326333,-1.7469431515787872,0.014433468057114332
1,2,4.909464310797785,-3.3349444999206934,0.025102834023913976
1,3,8.411271316810627,-7.747786033385163,0.037458980071103286
1,4,18.249060459486614,-9.173927067573029,0.08812057626529964
2,0,3.4807155485570167,-7.412320375303377,0.042196023483971765
2,1,2.9574301076162826,-2.5077729785823664,0.025848559057688514
2,2,4.6515904958673,-5.201324719449383,0.01600024531975931
2,3,8.28913765439175,-10.786839898231735,0.03215484971265821
2,4,18.165263918948515,-9.808863697300787,0.10791514592127863
0,All,9.99894779878269,-0.7265062566183815,0.051863521463103406
1,All,9.871007441044554,-0.7120039036319381,0.051389807192313994
2,All,9.774089651845383,-0.7059243768720354,0.05574746537617313
All,4,18.22130897690518,-8.97177050647987,0.08329312368767648
All,0,3.5440457278855946,-2.936047531833841,0.07167488867029913
All,1,3.335561475622029,-1.2629209462151496,0.051243119627794036
All,2,4.969793401625108,-2.704158548116619,0.039763399366262636
All,3,8.439697672121579,-6.650798235653813,0.03928672086472029
All,All,9.881777395898121,-0.7138265113425923,0.05401740065484407
