margin_level,RMSE,R2,Spearman
0,12.264901941881382,-3.5064368163258957,0.04986647280956058
1,4.569296427927346,-1.216403430434693,0.06296352061764897
2,4.7242354952750425,-2.339413710878536,0.05136743856626567
3,5.188871769489063,-4.647967120097849,0.12064120632669371
4,6.869540772587977,-17.807349694139877,0.012480174588955846
All,7.4878385523946305,0.015966989501717377,0.2867226714987017
