set,approach,rmse,r2,spearman
train,logistic,0.05714720746286591,0.9683240762469684,0.9550944113539324
test,logistic,0.19503186648344692,0.6374993699988061,0.7562592641157729
train,logistic_absolute,0.06070760922329322,0.9642541587421165,0.9539469950775462
test,logistic_absolute,0.15434543653224372,0.7729689810116713,0.847853982794239
