set,approach,rmse,r2,spearman
train,difference,0.0503191181009869,0.9759099540955541,0.9497162967682137
test,difference,0.18683836843429677,0.6540910600454077,0.7370067876945808
train,logistic_absolute,0.06070760922329322,0.9642541587421165,0.9539469950775462
test,logistic_absolute,0.15434543653224372,0.7729689810116713,0.847853982794239
