set,approach,rmse,r2,spearman
train,absolute,1344181.7371888151,0.9962579599913864,0.9429521205971046
test,absolute,11676640.098392978,0.8557127503736837,0.80001196707761
train,squared,1178918.1146656277,0.9971215431249709,0.7360085766454703
test,squared,16148342.986762969,0.7240387544420465,0.5165649767094806
