set,approach,rmse,r2,spearman
train,logistic,18974853.279332682,0.27368286928171126,0.9760352928225879
test,logistic,26036791.67644227,0.30600376392799133,0.7151175800621727
train,squared_signed,1126857.1925045867,0.9974384242654835,0.789484879349832
test,squared_signed,21610944.716376826,0.5218879745877566,0.4441597780660248
