margin_level,RMSE,R2,Spearman
0,3.1123122455976024,-0.8101030365070514,0.09204786465289827
1,1.4749808569170624,-1.9080363209869646,0.2018965396578563
2,1.056998037570411,-2.4633691716189317,0.1500156083053502
3,1.252287404320762,-8.530428599596332,-0.007931581588391804
4,1.0748040714819564,-10.623559052727675,0.05245164366017993
All,1.788925586007218,-0.11275931878522649,0.32187178518529946
