set,approach,rmse,r2,spearman
train,absolute,0.002713132101215269,0.9999023051289572,0.9998981515155856
test,absolute,0.2727657779844625,-0.028871324759659034,0.2936225867626498
train,logistic_absolute,0.0020332366992856393,0.9999404215062798,0.9999280325608908
test,logistic_absolute,0.28339618657176924,-0.010619826595158033,0.29081657382363874
