set,approach,rmse,r2,spearman
train,logistic,448155.04663132085,0.9658482966746885,0.9999428228178779
test,logistic,9545441.044114083,-0.07060827252788315,0.13308969226722384
train,squared,2980.6973196797353,0.9999984892536956,0.9989013484229204
test,squared,8865604.907774044,0.07646078288702185,0.29450762393136815
