set,approach,rmse,r2,spearman
train,squared_signed,9.366768756619308,0.9998317594994975,0.9989717086771269
test,squared_signed,1275.2415395229154,0.19785886445287248,0.2442566952513983
train,absolute,3.1570545078490024,0.9999808876048977,0.999898154537725
test,absolute,1292.89987021268,0.175490487858466,0.2936225867626498
