set,approach,rmse,r2,spearman
train,difference,3684.5016720006283,0.999997882393992,0.9999775801781084
test,difference,9510248.6759334,-0.0356112244781166,0.3636996580627449
train,squared_signed,2775.9940025866936,0.9999987979440247,0.9995527449365358
test,squared_signed,9890809.294684773,-0.12015122779904797,0.273172431527477
