set,approach,rmse,r2,spearman
train,absolute,2.003427229470395,0.9999780017606655,0.9986139050551323
test,absolute,121.16420498502957,0.6917745408597862,0.6514135260540422
train,squared,1.2487451608119864,0.9999914534976795,0.9814261487912116
test,squared,120.75256365847918,0.6938653037163482,0.6327242060239322
