set,approach,rmse,r2,spearman
train,difference,0.006484484377957655,0.9995733421433749,0.9989339404031332
test,difference,0.23661797742003488,0.33679012667853614,0.6514754216055755
train,logistic_absolute,0.006455143549027944,0.9995777716241636,0.9991286433884469
test,logistic_absolute,0.2275992131059594,0.38373439130534015,0.6634949418180484
