set,approach,rmse,r2,spearman
train,logistic,2.7660583635950013,0.912068114729458,0.9991963405915466
test,logistic,5.370832093810701,0.3678880958524662,0.6261584503473239
train,absolute,0.10315155524317184,0.9998777144147617,0.9986158418709367
test,absolute,4.684817742635869,0.5190541096955675,0.6513993190419741
