set,approach,rmse,r2,spearman
train,squared_signed,0.0346793292218734,0.9944301329912031,0.9895944885772145
test,squared_signed,0.29747748461571083,0.6426888128877524,0.7932736915757528
train,logistic,0.006159495457891834,0.9998247376134446,0.9997507681954609
test,logistic,0.3122041920895206,0.6035663969967584,0.7665692590012305
