set,approach,rmse,r2,spearman
train,squared_signed,0.02492818056717924,0.9936946381569515,0.9802889386104561
test,squared_signed,0.2164109594270969,0.4452286709516914,0.695093092868222
train,logistic_absolute,0.006455143549027944,0.9995777716241636,0.9991286433884469
test,logistic_absolute,0.2275992131059594,0.38373439130534015,0.6634949418180484
