set,approach,rmse,r2,spearman
train,squared_signed,0.29709598064779424,0.998985581272137,0.9802889545200322
test,squared_signed,5.803313173896235,0.2619890019077564,0.6950924413528228
train,absolute,0.10315155524317184,0.9998777144147617,0.9986158418709367
test,absolute,4.684817742635869,0.5190541096955675,0.6513993190419741
