set,approach,rmse,r2,spearman
train,squared,0.08101544286651789,0.9116986947323495,0.9462780585055649
test,squared,0.2786037436590754,-0.06284924813232196,0.23763005010424168
train,logistic_absolute,0.06391651924820993,0.9442472424140482,0.9662338600618035
test,logistic_absolute,0.26760477630976537,0.049800519135202226,0.30409160365650456
