set,approach,rmse,r2,spearman
train,squared_signed,0.0914407090175332,0.9680045774043364,0.9829235991969644
test,squared_signed,0.7106325734464608,-0.9202220200257123,0.03564321443238355
train,logistic,0.06402572879876334,0.9839407547319423,0.9909767625194648
test,logistic,0.5481609311789809,-0.08384328257910201,0.08375247742614121
