margin_level,RMSE,R2,Spearman
0,13.360868632469257,-0.7223209674414159,0.3232044786237602
1,5.975239876764136,-1.5232498560373355,0.07433822694459202
2,5.727032734597685,-3.019012242964382,0.06661834137858122
3,5.543167016667211,-6.063847962824356,0.16650591786712474
4,4.96382573279383,-16.535196685821116,0.2773183400765753
All,7.8322163790366295,0.32811252586999873,0.5359549959145073
