margin_level,RMSE,R2,Spearman
0,21.128587497066736,-3.3071066872584236,0.16547820518453676
1,8.366235257994479,-3.9466332580401025,0.06439355346331024
2,5.034322638536102,-2.105575474925596,0.09744571407421304
3,3.102305083300502,-1.2125567758277076,0.08847444407501254
4,2.2918036539877975,-2.737940674593802,0.14229499533064985
All,10.650413687921594,-0.24239628687085735,0.28942208687492843
