set,approach,rmse,r2,spearman
train,logistic,2.5205164640724655,0.5863952452534953,0.9775766919594434
test,logistic,3.121591448884356,0.3775831673020118,0.7009242587086276
train,difference,0.49330508781440185,0.9841569922425683,0.9744886632485226
test,difference,2.5709564891002814,0.5777995830159481,0.6548773844598247
