set,approach,rmse,r2,spearman
train,logistic,0.07778889305110147,0.9387264126331093,0.941382164021115
test,logistic,0.2967994041443353,0.12055902626549353,0.5676206330546839
train,logistic_absolute,0.07698781262872748,0.9399819216658072,0.9446623421328015
test,logistic_absolute,0.19449435702695078,0.6223455058647949,0.7377985916941984
