margin_level,RMSE,R2,Spearman
0,2428.959198550933,-0.2414816839004248,0.5886170467799828
1,428.5596436202091,-1.410836700012327,-0.18475227303567845
2,249.82285413585333,-0.7138854775618597,0.019927571205062517
3,302.24228850657863,-3.734030028687915,-0.11298099590464697
4,235.50126950362954,-3.626936422567688,-0.24881072551214725
All,1292.8998697959405,0.17549048838999315,0.2936225867626498
