margin_level,RMSE,R2,Spearman
0,3.3696639785613263,-0.565551535063735,0.49040841132444984
1,1.7024513544635667,-0.4883123755188088,0.32953061767830905
2,1.0490438392016064,-0.2912332230460617,0.22547066490230183
3,0.7713466373138925,-0.37956024304351366,0.15233829382935155
4,0.5827797195875196,-0.5355441331396447,0.12516200067014865
All,1.7913519760878096,0.34716864354713695,0.5202619045933308
