set,approach,rmse,r2,spearman
train,absolute,0.05230701153631095,0.9639864870497206,0.9766280590836036
test,absolute,0.2918263029881438,-0.10689574574581506,0.2711875242060971
train,logistic_absolute,0.05048792069515369,0.9666857877510611,0.9796120704243965
test,logistic_absolute,0.2806577105674653,-0.04155119139434671,0.23495520312567494
